"","CBSA","edu_hs_only","edu_ged_only","edu_bs","edu_ms","edu_prof","edu_phd","med_age_total","total_pop","med_income","one_bed_rent.x","two_bed_rent.x","three_bed_rent.x","four_bed_rent.x","five_bed_rent.x","priv_trans_all_qty","public_trans_qty","walked_qty","bike_cab_other_qty","work_from_home_qty","avg_time_to_work_all","priv_trans_all_time","priv_trans_alone_time","priv_trans_carpool_time","public_trans_time","walked_time","bike_cab_other_time","priv_trans_carpool_qty","TOTCNG","TOTADH","NONDCNG","NONDADH","TOTRATE","NONDRATE","Avg.Min.Temp","Avg.Max.Temp","cases","deaths","one_bed_avg","two_bed_avg","three_bed_avg","four_bed_avg","fiveplus_bed_avg","condo_avg","NAME","Avg_User","City, State","Year","Median AQI","CBSA_name.x","tot_emp_hc.x","loc_quotient_hc.x","tot_emp_rest.x","loc_quotient_rest.x","pop.x","pca_hc.x","rest_hc.x","one_bed_rent.y","two_bed_rent.y","three_bed_rent.y","four_bed_rent.y","five_bed_rent.y","CBSA_name.y","tot_emp_hc.y","loc_quotient_hc.y","tot_emp_rest.y","loc_quotient_rest.y","pop.y","pca_hc.y","rest_hc.y"
"457",29200,30336,4712,22289,10843,1778,4019,29.4,212113,48143,608.888888888889,676.666666666667,814.259259259259,1066.85185185185,1288.88888888889,74840,2967,5981,2353,3042,96357,85056,74840,10216,2967,5981,2353,10216,205,71207,NA,NA,499.822962966667,NA,44.64,62.83,1154.89743589744,9,NA,NA,NA,NA,NA,NA,"Lafayette-West Lafayette, IN Metro Area",2921,"Lafayette-West Lafayette, IN",2019,42,"Lafayette-West Lafayette, IN",5200,"0.94",9480,"1.1000000000000001",217955,0.0238581358537313,0.0238581358537313,608.888888888889,676.666666666667,814.259259259259,1066.85185185185,1288.88888888889,"Lafayette-West Lafayette, IN",5200,"0.94",9480,"1.1000000000000001",217955,0.0238581358537313,0.0238581358537313
"458",29260,4810,938,2649,838,290,197,39.7,25758,45564,NA,NA,NA,NA,NA,8072,40,844,313,642,10298,9101,8072,1029,40,844,313,1029,49,7911,5,783,307.25,30.41,36.3,52.7,450.384615384615,2,132317,129638,194518,238338,310995,102155,"La Grande, OR Micro Area",42,"La Grande, OR",2019,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",29300,12399,3389,5002,2297,666,374,36.2,69314,42545,NA,NA,NA,NA,NA,24404,102,339,745,426,28120,26934,24404,2530,102,339,745,2530,143,36337,21,5240,541.99,78.15888889,55.4,75.69,2896.69230769231,102.615384615385,112615,76520,103771,167231,194857,NA,"LaGrange, GA Micro Area",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",29340,38865,7459,18284,6553,1635,851,36.3,203972,47039,638.461538461538,668.846153846154,856.923076923077,1076.92307692308,1246.92307692308,76754,297,1198,1560,1690,87656,84601,76754,7847,297,1198,1560,7847,255,141090,NA,NA,755.48944445,NA,60.155,80.19,4130.46153846154,110.5,31469,55018,74806,85239,115137,91551,"Lake Charles, LA Metro Area",317,"Lake Charles, LA",2019,45,"Lake Charles, LA",6020,"0.88",10120,"0.95",207050,0.0290751026322144,0.0290751026322144,638.461538461538,668.846153846154,856.923076923077,1076.92307692308,1246.92307692308,"Lake Charles, LA",6020,"0.88",10120,"0.95",207050,0.0290751026322144,0.0290751026322144
"461",29380,13327,3619,4526,2110,612,217,40.7,68198,42848,NA,NA,NA,NA,NA,20853,35,151,409,850,24014,23419,20853,2566,35,151,409,2566,120,27171,19,4265,402.35,63.15888889,58.72,81.68,3977.30769230769,63.9230769230769,172192,170545,202391,251305,297310,197260,"Lake City, FL Micro Area",19,"Lake City, FL",2019,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",29420,44716,9954,11921,4326,1006,792,49.7,203629,39856,649.375,726.875,908.4375,1294.6875,1431.5625,52212,421,1222,1526,1902,63494,60325,52212,8113,421,1222,1526,8113,139,44735,21,2732,223.4688889,13.65,52.13,71.68,4090.69230769231,228.076923076923,99382,131402,177302,242634,405329,156262,"Lake Havasu City-Kingman, AZ Metro Area",654,"Lake Havasu City-Kingman, AZ",2019,13,"Lake Havasu City-Kingman, AZ",3370,"1.1200000000000001",6160,"1.32",206064,0.0163541424023604,0.0163541424023604,649.375,726.875,908.4375,1294.6875,1431.5625,"Lake Havasu City-Kingman, AZ",3370,"1.1200000000000001",6160,"1.32",206064,0.0163541424023604,0.0163541424023604
"463",29460,131975,25036,57131,21028,3789,3140,40.4,637691,44146,805.51724137931,817.413793103448,1040.68965517241,1392.75862068966,1779.48275862069,203407,1297,2708,5015,10138,238481,229461,203407,26054,1297,2708,5015,26054,676,244720,95,30343,406.4488889,50.39888889,63.12,83.9,20985.2307692308,552,131285,132460,177850,225673,285221,155558,"Lakeland-Winter Haven, FL Metro Area",1425,"Lakeland-Winter Haven, FL",2019,36,"Lakeland-Winter Haven, FL",12040,"0.89",20710,"0.98",668671,0.0180058653657778,0.0180058653657778,805.51724137931,817.413793103448,1040.68965517241,1392.75862068966,1779.48275862069,"Lakeland-Winter Haven, FL",12040,"0.89",20710,"0.98",668671,0.0180058653657778,0.0180058653657778
"464",29500,2390,735,806,255,13,12,33.1,13317,42354,NA,NA,NA,NA,NA,3827,10,80,38,82,4659,4531,3827,704,10,80,38,704,39,9803,2,150,708.6688889,10.84,53.42,80.54,598.461538461538,11.0769230769231,100341,106635,168263,210544,246366,182210,"Lamesa, TX Micro Area",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",29540,115519,16856,59026,23687,4945,3246,38.5,533110,59237,697.2,822.533333333333,1031.46666666667,1301.6,1401.6,203940,3206,9606,4715,12871,244927,227400,203940,23460,3206,9606,4715,23460,810,255121,97,43103,491.1388889,82.98,46.15,62.21,8494.30769230769,462.461538461538,231108,205002,240294,310579,405906,229781,"Lancaster, PA Metro Area",3163,"Lancaster, PA",2019,45,"Lancaster, PA",14780,"1",21960,"0.96",538347,0.0274544113740766,0.0274544113740766,697.2,822.533333333333,1031.46666666667,1301.6,1401.6,"Lancaster, PA",14780,"1",21960,"0.96",538347,0.0274544113740766,0.0274544113740766
"466",29620,63504,9899,57880,26792,6744,7713,35.1,470348,51562,689.661016949153,721.525423728814,890.338983050847,1153.72881355932,1259.66101694915,174376,5296,7947,3909,8214,210827,193675,174376,19299,5296,7947,3909,19299,432,174552,41,18030,357.5362963,30.1925925933333,40.3733333333333,56.68,1853.87179487179,25.7435897435897,91021,105001,141955,163870,199819,203883,"Lansing-East Lansing, MI Metro Area",5777,"Lansing-East Lansing, MI",2019,36,"Lansing-East Lansing, MI",11140,"0.87",18200,"0.92",476615,0.0233731628253412,0.0233731628253412,689.661016949153,721.525423728814,890.338983050847,1153.72881355932,1259.66101694915,"Lansing-East Lansing, MI",11140,"0.87",18200,"0.92",476615,0.0233731628253412,0.0233731628253412
"467",29660,2956,478,5626,2384,511,1290,26.6,37836,43043,NA,NA,NA,NA,NA,13665,518,2003,1051,1131,19378,15806,13665,2141,518,2003,1051,2141,53,13072,4,388,360.12,10.68888889,33.15,51.38,837.538461538462,0.307692307692308,175016,192971,232159,273562,313117,199798,"Laramie, WY Micro Area",438,"Laramie, WY",2019,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",29700,30815,6219,17812,5810,910,735,28.3,266006,38711,745.454545454545,750,935.454545454545,1228.18181818182,1380.90909090909,78834,1124,1621,979,2657,94922,91198,78834,12364,1124,1621,979,12364,138,147243,17,3215,588.2588889,12.84,63.88,88.73,14389.5384615385,327.769230769231,82161,99966,123516,155497,179242,136360,"Laredo, TX Metro Area",1152,"Laredo, TX",2019,41,"Laredo, TX",3730,"0.61",9880,"1.03",272053,0.0137105637504457,0.0137105637504457,745.454545454545,750,935.454545454545,1228.18181818182,1380.90909090909,"Laredo, TX",3730,"0.61",9880,"1.03",272053,0.0137105637504457,0.0137105637504457
"469",29740,23067,5371,20459,10726,1830,2122,32.6,213825,38636,603.928571428571,636.428571428571,775,1118.21428571429,1341.42857142857,72820,316,2238,1207,3622,85862,82101,72820,9281,316,2238,1207,9281,186,102339,9,2558,489.12,12.23,53.36,75.96,4012,60.7692307692308,NA,NA,NA,NA,NA,NA,"Las Cruces, NM Metro Area",487,"Las Cruces, NM",2019,51,"Las Cruces, NM",4080,"0.97",7330,"1.1200000000000001",215338,0.018946957805868,0.018946957805868,603.928571428571,636.428571428571,775,1118.21428571429,1341.42857142857,"Las Cruces, NM",4080,"0.97",7330,"1.1200000000000001",215338,0.018946957805868,0.018946957805868
"470",29780,4734,935,1984,1231,211,304,42.2,28350,27000,NA,NA,NA,NA,NA,7082,36,306,172,849,8398,7884,7082,802,36,306,172,802,67,23899,2,250,813.08,8.508888889,44.97,67.02,115.384615384615,0,256406,288062,340450,420972,486895,300211,"Las Vegas, NM Micro Area",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",29820,348537,53340,212135,73276,21699,10525,36.7,2070153,52629,813.53982300885,975.309734513274,1193.27433628319,1708.05309734513,2063.80530973451,739388,36522,15771,20102,31348,908221,835826,739388,96438,36522,15771,20102,96438,806,697799,94,60415,357.61,30.96,53.96,73.72,71171.5384615385,1436.07692307692,165917,163047,199590,253663,347935,210953,"Las Vegas-Henderson-Paradise, NV Metro Area",37131,"Las Vegas-Henderson-Paradise, NV",2019,54,"Las Vegas-Henderson-Paradise, NV",47270,"0.78",151120,"1.61",2141574,0.0220725503764988,0.0220725503764988,813.53982300885,975.309734513274,1193.27433628319,1708.05309734513,2063.80530973451,"Las Vegas-Henderson-Paradise, NV",47270,"0.78",151120,"1.61",2141574,0.0220725503764988,0.0220725503764988
"472",29860,14064,3289,5652,3307,734,235,37.7,84851,37204,NA,NA,NA,NA,NA,28940,113,343,608,416,32216,31152,28940,2212,113,343,608,2212,230,51636,19,3453,555.69944445,30.629444445,54.6,78.97,1653.46153846154,48.3846153846154,83126,97040,146179,167528,214016,NA,"Laurel, MS Micro Area",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",29900,6695,1428,2193,906,203,172,39.4,35711,30013,NA,NA,NA,NA,NA,9744,19,147,92,312,10794,10536,9744,792,19,147,92,792,85,14481,7,900,400.5,24.89,53.5,74.64,1408.30769230769,17.6153846153846,21030,28883,65373,115593,159643,107049,"Laurinburg, NC Micro Area",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",29940,10603,2149,17497,9719,2307,3211,29.1,116352,52698,703.846153846154,760.769230769231,953.076923076923,1343.07692307692,1615.38461538462,48580,1222,3172,942,2532,59585,54249,48580,5669,1222,3172,942,5669,113,34583,15,2753,312.05,24.84,45.53,69.12,2564.07692307692,13.8461538461538,239296,231730,280548,348488,441076,302377,"Lawrence, KS Metro Area",1516,NA,NA,NA,"Lawrence, KS",2330,"0.81",7380,"1.64",119319,0.0195274851448638,0.0195274851448638,703.846153846154,760.769230769231,953.076923076923,1343.07692307692,1615.38461538462,"Lawrence, KS",2330,"0.81",7380,"1.64",119319,0.0195274851448638,0.0195274851448638
"475",29980,9488,2733,1947,962,373,48,39.9,42406,40457,NA,NA,NA,NA,NA,13617,28,225,191,465,15492,15048,13617,1431,28,225,191,1431,132,25823,8,939,616.7588889,22.42888889,51.98,70.58,1252.53846153846,16.1538461538462,65079,78671,111433,142994,194707,152510,"Lawrenceburg, TN Micro Area",32,"Lawrenceburg, TN",2019,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",30020,22500,5270,10895,4343,786,687,32.4,130645,47319,577.741935483871,590.645161290323,767.096774193548,1077.41935483871,1228.38709677419,43215,466,1827,1179,5223,54161,50689,43215,7474,466,1827,1179,7474,217,68667,17,2715,692.95444445,19.529444445,53.725,80.48,980.423076923077,8.34615384615385,34099,48222,90016,98567,112769,NA,"Lawton, OK Metro Area",634,"Lawton, OK",2019,43,"Lawton, OK",2860,"1.1399999999999999",4990,"1.28",128490,0.0222585415207409,0.0222585415207409,577.741935483871,590.645161290323,767.096774193548,1077.41935483871,1228.38709677419,"Lawton, OK",2860,"1.1399999999999999",4990,"1.28",128490,0.0222585415207409,0.0222585415207409
"477",30060,7866,1509,2316,715,170,97,40.1,35505,40436,NA,NA,NA,NA,NA,11801,10,307,193,476,14244,13734,11801,1933,10,307,193,1933,85,18666,6,3182,524.75,89.45,47.98,68.2,895.692307692308,11.5384615384615,92824,102001,137604,169214,196609,NA,"Lebanon, MO Micro Area",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",30140,36189,4407,11395,5329,1321,564,41.2,136950,56191,719.166666666667,756.666666666667,974.166666666667,1243.75,1320.83333333333,51906,468,2884,640,2513,61904,57912,51906,6006,468,2884,640,6006,193,57007,24,4424,426.8,33.11888889,45.13,61.24,2310.30769230769,63.6153846153846,137061,169138,211289,273125,317996,178329,"Lebanon, PA Metro Area",592,"Lebanon, PA",2019,42,"Lebanon, PA",3660,"1.22",4340,"0.93",138674,0.0263928349943032,0.0263928349943032,719.166666666667,756.666666666667,974.166666666667,1243.75,1320.83333333333,"Lebanon, PA",3660,"1.22",4340,"0.93",138674,0.0263928349943032,0.0263928349943032
"479",30220,3130,956,1504,450,86,60,33,23377,50331,NA,NA,NA,NA,NA,7789,12,292,71,289,10015,9640,7789,1851,12,292,71,1851,55,17442,2,600,760.5,26.16,50.47,78.16,410.692307692308,10.2307692307692,NA,NA,NA,NA,NA,NA,"Levelland, TX Micro Area",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",30260,9848,2739,3875,1719,438,774,39.1,45178,51349,NA,NA,NA,NA,NA,13340,21,1097,396,1550,16502,14988,13340,1648,21,1097,396,1648,74,15482,10,1338,344.4488889,29.76888889,43.69,59.17,595.923076923077,6.92307692307692,186096,176672,219346,290104,389656,278757,"Lewisburg, PA Micro Area",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",30280,7119,1888,2260,549,136,59,39.6,31335,44900,NA,NA,NA,NA,NA,11658,17,97,209,281,13007,12684,11658,1026,17,97,209,1026,86,17395,3,450,568.1488889,14.69888889,51.33,70.31,907,5.53846153846154,81455,88367,117135,154019,196612,143108,"Lewisburg, TN Micro Area",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",30300,11053,2271,6735,1985,474,262,42.9,62108,47545.5,595.714285714286,685.714285714286,904.285714285714,1239.28571428571,1482.85714285714,22338,66,808,563,1355,13075,24713,22338,2375,66,808,563,2375,91,18977,12,3074,318.9188889,43.135,41.215,57.74,337.961538461538,14.4230769230769,132276,179635,236819,268971,332476,237027,"Lewiston, ID-WA Metro Area",99,"Lewiston, ID-WA",2019,29,"Lewiston, ID-WA",1860,"1.2",2560,"1.06",62492,0.0297638097676503,0.0297638097676503,595.714285714286,685.714285714286,904.285714285714,1239.28571428571,1482.85714285714,"Lewiston, ID-WA",1860,"1.2",2560,"1.06",62492,0.0297638097676503,0.0297638097676503
"483",30340,22530,5278,10309,3592,974,486,40.7,107376,48728,755.51724137931,812.413793103448,1044.48275862069,1344.13793103448,1636.20689655172,40443,125,2319,902,1989,50201,46855,40443,6412,125,2319,902,6412,80,37449,11,2107,347.7088889,19.55888889,40.51,54.15,799,10,158346,168932,196114,211037,222521,190469,"Lewiston-Auburn, ME Metro Area",77,"Lewiston-Auburn, ME",2019,31,NA,NA,NA,NA,NA,NA,NA,NA,755.51724137931,812.413793103448,1044.48275862069,1344.13793103448,1636.20689655172,NA,NA,NA,NA,NA,NA,NA,NA
"484",30380,14226,2482,2723,955,181,84,43.5,46585,42019,NA,NA,NA,NA,NA,15606,51,687,356,600,19093,17999,15606,2393,51,687,356,2393,115,22162,12,2825,474.74,60.52,43.66,59.43,267.769230769231,2.53846153846154,95305,91456,108838,125984,128544,NA,"Lewistown, PA Micro Area",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",30420,4592,702,1763,606,164,80,37,25901,50766,NA,NA,NA,NA,NA,9903,8,421,128,431,12723,12166,9903,2263,8,421,128,2263,65,16809,NA,NA,701.7588889,NA,42.635,66.435,593,7,100341,106635,168263,210544,246366,182210,"Lexington, NE Micro Area",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",30460,64303,16301,67041,31439,9444,7409,35.7,495193,51933,628.392857142857,725.357142857143,908.928571428571,1252.32142857143,1530.53571428571,194115,3283,7915,3724,10268,232636,217714,194115,23599,3283,7915,3724,23599,558,233029,NA,NA,487.536111116667,NA,47.8583333333333,65.04,1971.03846153846,18.0769230769231,41969,49788,70056,87935,80065,NA,"Lexington-Fayette, KY Metro Area",3437,"Lexington-Fayette, KY",2019,42,"Lexington-Fayette, KY",19460,"1.21",26840,"1.07",506786,0.0383988507969833,0.0383988507969833,628.392857142857,725.357142857143,908.928571428571,1252.32142857143,1530.53571428571,"Lexington-Fayette, KY",19460,"1.21",26840,"1.07",506786,0.0383988507969833,0.0383988507969833
"487",30580,2908,429,1134,297,92,4,29.2,23185,47507,NA,NA,NA,NA,NA,7651,25,307,187,354,10324,9805,7651,2154,25,307,187,2154,40,10541,12,1478,459.2588889,64.4,47.68,74.34,1818.07692307692,7,226694,127740,168653,203219,208173,142215,"Liberal, KS Micro Area",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",30620,23453,3472,7063,3567,926,492,38.2,104664,45575,562.608695652174,643.913043478261,780,1033.04347826087,1122.60869565217,40913,252,728,458,877,46257,44819,40913,3906,252,728,458,3906,156,55482,20,5102,521.7888889,47.97888889,44.78,61.09,1699.15384615385,72.1538461538462,93649,89470,121696,149919,217875,146512,"Lima, OH Metro Area",303,"Lima, OH",2019,39,"Lima, OH",4520,"1.52",5040,"1.0900000000000001",103642,0.0436116632253334,0.0436116632253334,562.608695652174,643.913043478261,780,1033.04347826087,1122.60869565217,"Lima, OH",4520,"1.52",5040,"1.0900000000000001",103642,0.0436116632253334,0.0436116632253334
"489",30660,5677,1572,2757,848,142,104,40,29820,52676,NA,NA,NA,NA,NA,9072,87,392,102,489,11074,10493,9072,1421,87,392,102,1421,59,14062,5,981,464.0188889,32.36888889,45.56,65.22,501.076923076923,2.69230769230769,54221,73929,107505,141592,159543,157757,"Lincoln, IL Micro Area",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",30700,37461,7219,46697,16917,4114,4690,33.2,318820,54168,629.718309859155,695.352112676056,900.422535211268,1249.29577464789,1515.6338028169,138473,1993,4841,3716,5926,164462,153912,138473,15439,1993,4841,3716,15439,277,145302,25,5863,576.98444445,12.74,42.635,64.8,3816.26923076923,16.5769230769231,101147,108341,155943,210152,248968,NA,"Lincoln, NE Metro Area",2108,"Lincoln, NE",2019,31,"Lincoln, NE",10740,"1",15890,"0.95",327221,0.0328218543430892,0.0328218543430892,629.718309859155,695.352112676056,900.422535211268,1249.29577464789,1515.6338028169,"Lincoln, NE",10740,"1",15890,"0.95",327221,0.0328218543430892,0.0328218543430892
"491",30780,120530,23831,89519,34607,9094,6555,36.3,727371,50252,681.52380952381,714.571428571429,833.619047619048,1112.47619047619,1304.57142857143,283060,2061,4075,3613,9978,325460,315711,283060,32651,2061,4075,3613,32651,1035,362801,NA,NA,458.214259266667,NA,53.38,76.495,2905.21794871795,40.9230769230769,153547,147816,184305,233786,293576,196057,"Little Rock-North Little Rock-Conway, AR Metro Area",1658,"Little Rock-North Little Rock-Conway, AR",2019,45,"Little Rock-North Little Rock-Conway, AR",29020,"1.4",31720,"0.99",734502,0.0395097630775682,0.0395097630775682,681.52380952381,714.571428571429,833.619047619048,1112.47619047619,1304.57142857143,"Little Rock-North Little Rock-Conway, AR",29020,"1.4",31720,"0.99",734502,0.0395097630775682,0.0395097630775682
"492",30820,10264,1259,2805,1207,181,188,37.9,39536,47163,NA,NA,NA,NA,NA,13811,28,747,244,720,16649,15630,13811,1819,28,747,244,1819,81,12714,5,532,324.0188889,13.56,41.64,57.75,224.230769230769,6,91021,105001,141955,163870,199819,203883,"Lock Haven, PA Micro Area",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",30860,13736,1581,15475,5132,776,1660,28.9,131837,51217.5,550.769230769231,658.076923076923,834.230769230769,1195.38461538462,1444.23076923077,45190,1264,2403,1587,3095,28655,52056,45190,6866,1264,2403,1587,6866,351,111104,5,569,917.88444445,7.725,34.92,51.615,1743.57692307692,3.80769230769231,119538,145517,178629,227104,292678,193243,"Logan, UT-ID Metro Area",1250,"Logan, UT-ID",2019,44,"Logan, UT-ID",2240,"0.66",4550,"0.86",135615,0.016517346901154,0.016517346901154,550.769230769231,658.076923076923,834.230769230769,1195.38461538462,1444.23076923077,"Logan, UT-ID",2240,"0.66",4550,"0.86",135615,0.016517346901154,0.016517346901154
"494",30880,9018,1450,1470,560,191,29,42.9,35166,37262,NA,NA,NA,NA,NA,8960,0,367,45,118,10558,10146,8960,1186,0,367,45,1186,100,8369,4,592,227.77,16.10888889,48.15,64.96,681.076923076923,42.6153846153846,NA,NA,NA,NA,NA,NA,"Logan, WV Micro Area",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",30900,8775,1444,2335,987,152,135,40.5,38324,43918,NA,NA,NA,NA,NA,14409,129,217,285,341,16824,16193,14409,1784,129,217,285,1784,72,17283,11,1814,443.54,46.54888889,44.78,62.2,2101.15384615385,14.2307692307692,102930,104577,151156,195638,251246,113432,"Logansport, IN Micro Area",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",30940,25576,6848,6524,3530,980,503,38.6,127532,32901,NA,NA,NA,NA,NA,36656,144,967,358,1053,42084,40615,36656,3959,144,967,358,3959,248,65773,10,1435,539.2825926,9.39925925966667,49.31,66.29,772.74358974359,6.12820512820513,71980,76008,105487,145925,191512,145231,"London, KY Micro Area",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",30980,34575,8376,17872,6043,1194,819,37.1,216775,47301,598.409090909091,691.590909090909,838.181818181818,1110,1342.72727272727,77046,192,1255,1113,2834,87746,85186,77046,8140,192,1255,1113,8140,452,143507,48,14663,590.252962966667,47.8892592633333,55.7466666666667,83.2566666666667,1445.51282051282,35.2820512820513,57135,86543,125296,169119,190586,75508,"Longview, TX Metro Area",107,"Longview, TX",2019,37,"Longview, TX",6110,"1.1000000000000001",8370,"0.96",217858,0.0280457912952474,0.0280457912952474,598.409090909091,691.590909090909,838.181818181818,1110,1342.72727272727,"Longview, TX",6110,"1.1000000000000001",8370,"0.96",217858,0.0280457912952474,0.0280457912952474
"498",31020,17623,4322,6964,3397,614,263,41.7,102854,49127,841.666666666667,940,1177.5,1686.66666666667,2011.66666666667,31842,108,834,684,1960,38297,36671,31842,4829,108,834,684,4829,118,35680,22,5056,348.3988889,49.36888889,39.38,54.7,721.846153846154,7,238056,262076,316178,375368,395171,243636,"Longview, WA Metro Area",87,"Longview, WA",2019,18,"Longview, WA",2070,"0.92",3660,"1.04",105112,0.019693279549433,0.019693279549433,841.666666666667,940,1177.5,1686.66666666667,2011.66666666667,"Longview, WA",2070,"0.92",3660,"1.04",105112,0.019693279549433,0.019693279549433
"499",31060,1220,208,3103,2430,197,2486,43.5,17895,105902,NA,NA,NA,NA,NA,6842,295,352,426,327,8644,7571,6842,729,295,352,426,729,35,12093,NA,NA,673.7,NA,37.26,56.75,36.3846153846154,0,123965,189172,290124,389806,448776,154668,"Los Alamos, NM Micro Area",338,"Los Alamos, NM",2019,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",31080,1604555,149348,1869005,670201,214397,118880,36.1,13189366,62216,1533.05958132045,1780.46698872786,2259.61352657005,3038.22866344605,3365.95813204509,4546263,336240,157432,137846,320332,5772881,5141363,4546263,595100,336240,157432,137846,595100,7292,6591695,913,468053,494.3338889,37.909444445,53.25,69.81,168999.346153846,4040.46153846154,NA,NA,NA,NA,NA,NA,"Los Angeles-Long Beach-Anaheim, CA Metro Area",317982,"Los Angeles-Long Beach-Anaheim, CA",2019,72,"Los Angeles-Long Beach-Anaheim, CA",303100,"0.82",592710,"1.03",13262234,0.0228543697841555,0.0228543697841555,1533.05958132045,1780.46698872786,2259.61352657005,3038.22866344605,3365.95813204509,"Los Angeles-Long Beach-Anaheim, CA",303100,"0.82",592710,"1.03",13262234,0.0228543697841555,0.0228543697841555
"501",31140,213672,50632,145125,69283,16815,9160,39.2,1269550,52261,652.470588235294,753.117647058824,922.588235294118,1235,1406.94117647059,496854,10952,10239,7603,21485,289461,550128,496854,53274,10952,10239,7603,53274,1438,616783,NA,NA,443.582962966667,NA,48.5733333333333,65.6641666666667,2407.98717948718,47.7371794871795,102440,112180,155488,207179,275833,193711,"Louisville/Jefferson County, KY-IN Metro Area",11335,"Louisville/Jefferson County, KY-IN",2019,49,"Louisville/Jefferson County, KY-IN",40190,"1.04",59410,"0.99",1285270,0.0312696943054767,0.0312696943054767,652.470588235294,753.117647058824,922.588235294118,1235,1406.94117647059,"Louisville/Jefferson County, KY-IN",40190,"1.04",59410,"0.99",1285270,0.0312696943054767,0.0312696943054767
"502",31180,37647,8875,31050,12289,2875,3168,30.9,306392,46632,605.686274509804,696.274509803922,848.235294117647,1216.86274509804,1472.54901960784,117964,1264,2971,1835,3707,141200,135130,117964,17166,1264,2971,1835,17166,388,170556,NA,NA,749.542962966667,NA,52.0866666666667,79.1033333333333,4663.48717948718,49.974358974359,65377,72652,92784,120664,153685,142988,"Lubbock, TX Metro Area",1319,"Lubbock, TX",2019,25,"Lubbock, TX",10600,"1.24",18050,"1.35",313123,0.0338525116328088,0.0338525116328088,605.686274509804,696.274509803922,848.235294117647,1216.86274509804,1472.54901960784,"Lubbock, TX",10600,"1.24",18050,"1.35",313123,0.0338525116328088,0.0338525116328088
